Item,Category,Brand,Model,ASSESSMENT,"Repair status","Spare parts",Event,Group,Date,"Waste prevented","CO2 emissions prevented",POWERED
Trousers,Clothing/textile,,,"Hem taken up",Fixed,,"We Are 336","Repair Café Lambeth",2024-07-06,0.75,10.16,Unpowered
Trousers,Clothing/textile,,,"Worn out fabric needs patching.",Fixed,,"We Are 336","Repair Café Lambeth",2024-07-06,0.75,10.16,Unpowered
"Record player","Hi-Fi separates",,,"No sound. Loose head, tightened.",Fixed,,"We Are 336","Repair Café Lambeth",2024-07-06,8.72,61.93,Powered
Mixer,"Small kitchen item",Kenwood,,"Not working and out of warranty. Previously disassembled, did not know where some wires went.",Repairable,,"We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
Laptop,"Laptop medium",,,"Drive does not seem to be working. Earphone is broken. Unstable laptop, needs hard drive recovery. Important files save to USB and emailed to owner.",Repairable,,"We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
Printer,Printer/scanner,Brother,,"Error. Not communicating with laptop. Printer functions but not printing. Tried reloading printer drivers with no success.",Repairable,,"We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
Printer,Printer/scanner,Lexmark,,"Error. Not communicating with laptop. Printer functions but not printing. Says printing but nothing comes out. Tried reloading printer drivers with no success.",Repairable,,"We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
"Mechanical door bell",Misc,,,"Toddler over-wound it. Found fault -> spring broken at one end. Needs new hole drilling to reattach. Owner given info on where else might be able to fix it, as no drill available here.",Repairable,,"We Are 336","Repair Café Lambeth",2024-07-06,0,0,Unpowered
"Fan heater",Misc,Maplin,,"The fan cut out after about a minute of turning on when on cooling or heating. Unable to fully access internals. Unable to find info on meaning of fault code. (5 double beeps). Can't find cause of fault.",End-of-life,"No spare parts required","We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
"Electric floor steamer","Power tool",Bush,SM518,"Powers on, no steam. Dismantled. Steaming OK. Kink in tube? Reassembled and tests OK.",Fixed,,"We Are 336","Repair Café Lambeth",2024-07-06,1.65,13.325,Powered
"Massage bed",Misc,,,"Electronics work OK. Roller is not working. Lengthy identification of problem, related to cable. To be fixed with new cable if attainable.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
"Electric clothes dryer",Misc,,,"Won't stand up. Electrics fine. Not possible to re-thread the clips as element wire zigzags through bars. Attached one end with cable ties. Very secure.",Fixed,,"We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
"Solar radio","Portable radio",Roberts,,"Cable to charger broken. The plug lost so suggested that user look online and showed her and ebay similar jack plugs to buy and try. Also advised to consider a 2nd hand pu59 power supply",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
Fan,Fan,Dyson,,"Not switching on. Not able to find fault. Over-engineered and proprietary design.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
"Vacuum cleaner",Vacuum,Vytronix,,"Not power on. Power restored. Appliance now working.",Fixed,,"We Are 336","Repair Café Lambeth",2024-07-06,6.8,18.005,Powered
radio,"Portable radio",Sony,,"The lead is snapped inside casing. Cable repaired, item works.",Fixed,,"We Are 336","Repair Café Lambeth",2024-07-06,2.06,27.325,Powered
Toaster,Toaster,,,"Trips circuit randomly and now won't work. Took it apart. Cleaned debris. Tested for short circuits. Unable to reproduce issue. May have been debris causing short or a problem with home electronics.",Fixed,,"We Are 336","Repair Café Lambeth",2024-07-06,1.47,4.065,Powered
"Coffee machine","Coffee maker",Siemens,,"Leak. Took it apart. Saw a bit of rust corrosion around pipe. Suspect a small hole causing a leak. It's not the end for the device, but it won't get better. Spare parts may not be available.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
"CD player","Hi-Fi separates",Panasonic,,"Seems mechanically fine. Probably the CD was faulty. If its the laser diode then spare parts would be needed but I can't diagnose that here.",Fixed,,"We Are 336","Repair Café Lambeth",2024-07-06,8.72,61.93,Powered
Sander,"Power tool",Ryobi,,"Doesn't work properly. Cleaned out sander but motor definitely shot. Might buy replacement motor and return next month.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
"coffee machine","Coffee maker","Dolce Gusto",,"No water coming out. Seal on water tank slipped so very wet on inside. Side removed and advised to leave to dry for a few days. Seal re-seated so should work. Might bring it back next month to reassemble.",Repairable,,"We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
Laptop,"Laptop medium",Dell,,"Battery not charging. Suspect it is a problem with the socket at home.",Fixed,,"We Are 336","Repair Café Lambeth",2024-07-06,1.83,132.66,Powered
"coffee machine","Coffee maker",Nespresso,,"Doesn't take in water. Disassembled case and inspected. Researched and tested continuity through solenoid pump. No continuity, so probably burnt out. Replacement pump required.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
Blender,"Small kitchen item",Cookworks,,"Not powering on. Disassembly revealed interlock micro-switch which should be activated by safety pin on jug. One of the pins broken. Works on other pins.",Fixed,,"We Are 336","Repair Café Lambeth",2024-07-06,2.95,15.45,Powered
Laptop,"Laptop medium",HP,,"Keyboard faulty. Tried to repair keys but they did not respond. Have shown user on internet where to purchase used keyboard and bring back to us to replace. Have also advised to carry out windows updates.",Repairable,,"We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
Laptop,"Laptop medium",HP,,"Not operating well. Have tidied up Laptop and now working OK. Have also advised on windows updates.",Fixed,,"We Are 336","Repair Café Lambeth",2024-07-06,1.83,132.66,Powered
Laptop,"Laptop medium",Asus,,"Not turning on, no power. Ordered power converter spare part. Will solder.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
Lawnmower,Misc,Bosch,,"Power not working. Diagnosed power cable did not have reliable continuity. Plug needs to be replaced.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
"Sewing machine","Sewing machine",Lidl,,"It just won't operate. Machine will not pick up thread. Internal problem.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
Laptop,"Laptop medium",Acer,,"Not switching on. Try replacing charger.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
"Vacuum cleaner",Vacuum,Hetty,,"Speed control failed. Bypassed speed control. Now working at full power only. Spare control available, more than £30.",Fixed,,"We Are 336","Repair Café Lambeth",2024-07-06,6.8,18.005,Powered
"Portable fridge",Misc,"Coca Cola",,"Does not cool though  motor seems running. Dismantled down to level of circuit boards but un-diagnosed fault tripping PSU.",Repairable,,"We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
Hi-fi,"Hi-Fi integrated",Ruark,,"No sound. Suggested part to order. Follow up in August.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
"Bean to cup coffee machine","Coffee maker",Scott,Sumissimo,"The coffee no longer flows through the spout, it drains through the bottom. De-scaling hasn't worked.",Repairable,,"We Are 336","Repair Café Lambeth",2024-07-06,0,0,Powered
"T shirt",Clothing/textile,,,"Needs sewing at the arm",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,0.75,10.16,Unpowered
Blanket,Clothing/textile,,,"Turned into a poncho",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,0.75,10.16,Unpowered
Trouser,Clothing/textile,,,"Waist too big",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,0.75,10.16,Unpowered
Jumpsuit,Clothing/textile,,,"It was sewn before by someone but maybe the incorrect stitch of thread. Re-stitched along the back seams and the sides",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,0.75,10.16,Unpowered
"leather bag",Clothing/textile,,,"Straps need stitching. Handles re-attached.",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,0.75,10.16,Unpowered
Trousers,Clothing/textile,,,"Hem come unstitched. Re-hemmed.",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,0.75,10.16,Unpowered
"Duvet cover",Clothing/textile,,,"Seam repaired and oversewn.",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,0.75,10.16,Unpowered
Dress,Clothing/textile,,,"Altered to make bigger.",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,0.75,10.16,Unpowered
blouse,Clothing/textile,,,"Two tears next to the neck repaired.",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,0.75,10.16,Unpowered
toaster,Toaster,Dualit,,"Not heating up after replacing heating elements. Tested continuity - all OK. Found a safety cutout switch and reset it.",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,1.47,4.065,Powered
"Vacuum cleaner",Vacuum,Proline,,"Replaced belt. Recommended cleaning the filter too!",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,6.8,18.005,Powered
"Unibody computer","Desktop computer",Sony,,"Switching on but not staying on. Missing power adapter, visitor asked to find it and bring it in.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-08-03,0,0,Powered
Massager,"Hair & beauty item",,,"Eventually found loose wire and reconnected it! Phew!",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,0.67,5.14,Powered
Fan,Fan,Challenge,,"Not turning on. Replaced fuse but still not working. Fuse and switch OK. Attempted to check capacitor. No joy. Assume motor needs replacing.",End-of-life,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-08-03,0,0,Powered
"Coffe machine","Coffee maker",Swan,"SK22110CN Retro Espresso","Not pulling up water - the item was brand new and h as never worked but instead of repairing they sent us a new one. Established pump is working but not emptying water. YouTube research. Airlock. Borrowed solder vacuum pump and pushed water into pump. Cleared air back.",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,1.28,8.75,Powered
Laptop,"Laptop medium",Apple,,"Not switching on. Mainboard dead.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-08-03,0,0,Powered
Laptop,"Laptop medium",Toshiba,,"Slow. Hard drive replaced by SSD.",Fixed,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-08-03,1.83,132.66,Powered
Laptop,"Laptop medium",Apple,Macbook,"Internet connection. Software issue found. Fix not practical at repair cafe.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-08-03,0,0,Powered
Lamp,Lamp,,,"It's working but flickers on and off. Bulb changed.",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,2.68,7.48,Powered
"Coffee machine","Coffee maker",DeLonghi,,"The milk frother twist mechanism has broken off. Opened up and used WD40 to remove limescale from frother knob.",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,1.28,8.75,Powered
"Weather station",Misc,Oregon,,"Not displaying time, temperature, date. All LEDs always on. Opened up but no obvious fix found.",End-of-life,"No spare parts required","We Are 336","Repair Café Lambeth",2024-08-03,0,0,Unpowered
Lamp,Lamp,,,"Light not turning on. Diagnosed light bulb as broken.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-08-03,0,0,Powered
Printer,Printer/scanner,HP,,"It won't switch on! Power source tested and found to be dead.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-08-03,0,0,Powered
"Sewing machine","Sewing machine",,,"Showed client how to replace bobbin case then partially dismantled machine workings, oiled etc. and made good. Did test stitches. Client filmed the mend.",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,8.6,17.5,Powered
"Metal Detector",Misc,Beachcomber,"Beachcomber 4","Doesn't register. Broken push button fixed. Figured out how to set sound correctly.",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,0,0,Powered
"floor lamp",Lamp,,,"Doesn't work, tried new fuse and new bulb. Bulb holder was not wired in and was missing a screw. Fixed wiring and glued terminal in place. Recommended they buy a new bulb holder.",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,2.68,7.48,Powered
toaster,Toaster,Dualit,,"Some of the compartments are no longer toasting the bread. Attempted to diagnose. It all appeared to be heating, but possible part of the elements were worn. Suggested buying replacement elements but they look to be £40 for a set. Likely not worth it.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-08-03,0,0,Powered
Radio,"Portable radio",Sony,,"It has power but cannot tune into stations. Radio turns on but only static. Opened it up but could not see anything wrong. Suspect a surface mount component has broken.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-08-03,0,0,Powered
Blender,"Small kitchen item",,,"Switch broken. Part being purchased for replacement.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-08-03,0,0,Powered
"CD player","Hi-Fi separates",Roberts,,"Doesn't recognise CD. Says 'No CD'. Fwd button was jammed on and so Karl released it.",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,8.72,61.93,Powered
"PC speaker","PC accessory",Logitech,,"The phono connector is faulty. We identified the source of the problem. Discussed the best approach to fix it and found relevant replacement online.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-08-03,0,0,Powered
"Mobile phone",Mobile,Samsung,,"Overheating. They weren't able to open it so it couldn't be repaired.",End-of-life,"No spare parts required","We Are 336","Repair Café Lambeth",2024-08-03,0,0,Powered
"Electric Stapler gun","Power tool",,,"Doesn't work but lights up. Stripped to electromagnet. All parts otherwise functional. No luck.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-08-03,0,0,Powered
"Wall clock",Watch/clock,,,"Contacts between battery springs and circuit board corroded. Cleaned corrosion and re-tinned. Re-assembled. Now working.",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,1.3,14.145,Powered
"Table lamp",Lamp,,,"On/Off switch need rewiring. Rewired switch and changed fuse from 13A to 3A.",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,2.68,7.48,Powered
"bean to cup coffee machine","Coffee maker",Scott,,"The coffee no longer flows through the spout it drains through the bottom. Found a detached hose, re-attached and no longer leaking. Seems OK but no coffee emerges as the descale light is on. Customer to descale.",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,1.28,8.75,Powered
"Digital batheroom scales","Hair & beauty item",Salter,,"No display. Loose connection re-soldered.",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,0.67,5.14,Powered
Sander,"Power tool",Parkside,"PMFS 200 A7","Wouldn't spin when switched on. Opened up and continuity tested switch, circuit to brushes and speed tested. Brushes looked OK. Contact cleaner to brushes and speed controller - intermittent function. WS40 to motor seems to have done the trick.",Fixed,,"We Are 336","Repair Café Lambeth",2024-08-03,1.65,13.325,Powered
Lamp,Lamp,,,"Goes off after 2 minutes. Disassembled switch - seems OK. Reassembled, still goes off after a few minutes. Recommend new bulb to replace factory original which is 3 years old.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-08-03,0,0,Powered
"Mobile phone",Mobile,BQ,,"USB connector doesn't seem to work. Found connection fault between USB socket and circuit board.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-08-03,0,0,Powered
"dolce gusto","Coffee maker",DeLonghi,,"Has power but does not draw water.",Repairable,,"We Are 336","Repair Café Lambeth",2024-08-03,0,0,Powered
necklace,Jewellery,,,"Clasp broken.",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,0.06,29.595,Unpowered
trousers,Clothing/textile,,,"Waist needs altering. Took back seam in and the waistband on the centre back.",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,0.75,10.16,Unpowered
"Rollator / walker",Misc,,,"Spare part sourced, replace and fixed.",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,0,0,Unpowered
Jacket,Clothing/textile,,,"Extend sleeves. Cut the fabric and made some cuffs to extend sleeve.",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,0.75,10.16,Unpowered
Bag,Clothing/textile,,,"Replaced broken zip.",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,0.75,10.16,Unpowered
pants,Clothing/textile,,,"Broken seam. Put patches on the hole.",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,0.75,10.16,Unpowered
Bag,Clothing/textile,,,"Lining coming away on bag. Used satin bias to re-attach lining and made good.",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,0.75,10.16,Unpowered
Jeans,Clothing/textile,,,"Hole near belt-hook.",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,0.75,10.16,Unpowered
Trousers,Clothing/textile,,,"Waistband reduced and refixed.",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,0.75,10.16,Unpowered
Scarf,Clothing/textile,,,"Stitched by hand as the seams were on a head scarf.",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,0.75,10.16,Unpowered
Bag,Clothing/textile,,,"Handle broken/ripped. Successful!",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,0.75,10.16,Unpowered
Bag,Clothing/textile,,,"Handle broken/ripped. Successful!",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,0.75,10.16,Unpowered
Radio,"Portable radio",Pure,,"On/off switch doesn't work. Tested battery pack - no voltage. Tested on/off switch - seems the power supply not available so no other way forward.",Repairable,,"We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
Laptop,"Laptop medium",HP,"14"" 05185A","Touchpad not working. New trackpad required. Found new one on eBay. Customer has ordered it and will return for it to be fitted.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
Necklace,Jewellery,,,"Clasps/links broken and reconnected.",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,0.06,29.595,Unpowered
Necklace,Jewellery,,,"Clasps/links broken and reconnected.",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,0.06,29.595,Unpowered
Keyboard,"PC accessory",Microsoft,,Reassembled.,Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,0.44,7.97,Powered
"dolce gusto","Coffee maker",DeLonghi,,"Has power but does not draw water. Inspected. Needs more time.",Repairable,,"We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
Vacuum,Vacuum,"Henry Hoover",,"Plug damaged, wires loose. Replaced plug. Now working.",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,6.8,18.005,Powered
"coffee machine","Coffee maker",Sage,,"Doesn't switch on. Checked and now seems to work!",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,1.28,8.75,Powered
Lamp,Lamp,Anglepoise,,"Light keeps flickering, might need rewiring?",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
"Sewing machine","Sewing machine",Elna,"Supermatic II","Length lever can't move.",Repairable,,"We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
Liquidiser,"Small kitchen item",Silvercrest,,"Powers on, not spinning. After discussion more info came out. It had struggled blending some celery and smoke came out before it was turned off. We verified then deemed it irreparable.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
TV,"Flat screen 32-37""",,,"TV not working and built-in DVD has got disc stuck in slot. Attempted to diagnose. Internet searches showed it's likely be a burnt out power on logic board.",Repairable,,"We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
Blender,"Small kitchen item",Nutribullet,,"Powers on, no spin. Device worked. The flask was missing one of the plastic tabs that depresses the switches. It only worked when the flask was in the correct orientation. We marked the correct orientation on the flask so it can be used..",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,2.95,15.45,Powered
"Electric blanket",Misc,,,"Lights come on but heat is not coming. tried to find the point of failure of the filament but no luck.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
Printer/scanner/copier,Printer/scanner,HP,,"The printing doesn't come in spite of working cartridges. Cartridges dried up. Specialist equipment needed to de-clog it - not available. Advised to go back to seller",Repairable,,"We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
Lightbulb,"Decorative or safety lights",,,"Main part of bulb is unscrewed and loose from electrical connection.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
Juicer,"Small kitchen item",,,"Device was brought in last month and a switch was acquired. We replaced the switch and it was fixed.",Fixed,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-09-07,2.95,15.45,Powered
Lamp,Lamp,Habitat,,"Flickering then shorted out. Inline switch? Remade the in/out connectors to transformer. Possibly OK. To be tested in original environment.",Repairable,,"We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
"Hi Fi System","Hi-Fi integrated",Ruark,,"No sound. The person came with a component to replace (someone suggested to buy that last month at the event). Result: it wasn't the power board component but the headphone plug that is stuck on one position. He's coming back with the new plug to solder in.",Repairable,,"We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
"Table lamp",Lamp,,,"Power cuts and blows bulb. Continuity test from plug to bulb contacts OK. No sign of short between live and neutral. Put bulb in - worked OK.. Tightened all up, still working. Recommended change 13A fuse for 3A.",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,2.68,7.48,Powered
Laptop,"Laptop medium",Lenovo,,"Not turning on. Checked DC power supply, OK. Opened laptop. Checked power to battery - no voltage. Observed shiny patch on insulating sheet by power inlet. Hypothesis: power regulation failed. Recommended replacement motherboard.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
Laptop,"Laptop medium",HP,,"DNS server connection problem when trying to connect to home Wi-Fi. Blundered around the software. Turned off VPN. All good.",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,1.83,132.66,Powered
Toaster,Toaster,Dualit,,"Switch not working, spare part brought and used to replace.",Fixed,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-09-07,1.47,4.065,Powered
"Dynamo bike light","Decorative or safety lights",Infini,,"Dynamo hub still provides current. Front light works but back light doesn't. Found that battery/capacitor was detached from circuit. Re-attached temporarily (not 100% sure if right way round) Owner to test and return for final soldering next month.",Repairable,,"We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
Blender,"Small kitchen item",KitchenAid,,"Stopped working. Checked fuse and various connections - all OK. Disconnected motor but still no LEDS lighting up. Presume fault in electronic circuits. Suggested motherboard replacement.",Repairable,"Parts required - from manufacturer","We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
Doorbell,Misc,,,"Doesn't ring. Speaker failure.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
Headphones,Headphones,Groove,,"Power on. Audio dodgy. Fault connection to jack plug.",Repairable,,"We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
"Polaroid camera",Misc,Polaroid,,"Clicking sound. Opened camera but no obvious fault.",Repairable,,"We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
Breadmaker,"Small kitchen item",Silvercrest,,"Blows house fuses when working.",Repairable,,"We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
Laptop,"Laptop medium",HP,X360,"Won't power on. Hard drive and RAM found to be OK. Motherboard found to be not working.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
"Mobile phone",Mobile,Apple,"iPhone 5S","Battery broken. Phone not receiving any power.",End-of-life,,"We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
"DAB Radio","Portable radio",Logik,,"There appears to be a problem with the power to the radio. I've used the plug and this no longer works. I've also used batteries and this no longer works. I suspect there may be a loose connection. Fixed and soldered a power cable. Still broken but don't know why.",Repairable,,"We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
"Breast pump",Misc,,,"Not pumping enough. Disassembled and checked if there was suction - all OK but still no suction. Looked online and turned out valve is missing.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
"Carpet cleaner",Vacuum,Vax,,"Not powering on. Had to take apart to find broken neutral wire. Cut off broken part (6 inches) and re-attached cable.",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,6.8,18.005,Powered
Fan,Fan,,,"Not powering on. Checked fuse - OK. Disassembled but wire connections inaccessible for continuity test. Controls built into motor assemble discouraged further investigation this time.",Repairable,,"We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
"Vacuum cleaner",Vacuum,Henry,,"Light comes on but doesn't work. Circuit board to ""boost"" fried. Bypassed and working now.",Fixed,,"We Are 336","Repair Café Lambeth",2024-09-07,6.8,18.005,Powered
"Mobile phone",Mobile,Samsung,"Galaxy JS","Google play services keeps stopping. Have removed the old files in the system cache but needs a factory reset to resolve issue. Customer will return for this next month after checking their apps.",Repairable,,"We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
Iron,Iron,"Morphy Richards",,"The steam isn't coming out fully and there is a leak. Disassembling and examining, found a leak.",Repairable,"Parts required - from 3rd party","We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
"Electric hob","Small kitchen item",,,"Wires exposed in cable and some disconnected internally.",Repairable,,"We Are 336","Repair Café Lambeth",2024-09-07,0,0,Powered
Laptop,"Laptop medium",Acer,,"Broken case. Power port loose. Port glued back in, temporary fix.",Repairable,"Parts required - from 3rd party","Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Powered
Phone,Mobile,Samsung,,"Performance issue",Repairable,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Powered
"Cordless steam iron",Iron,Superdrug,,"Does not come on or heat up. Battery has not been changed for several years. Lamp comes on so looks OK. Suggested it be charged for a few hours.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,1.17,5.5,Powered
Jacket,Clothing/textile,,,"Darned hole in sleeve",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0.75,10.16,Unpowered
Luggage,Misc,,,"One leg broken. Fixed with superglue. Cosmetic only so will hold OK.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Unpowered
Football,Misc,,,"Deflated, possibly the inside bladder unhinged. I tried to raise the hole area with a crochet hook and did it a bit but couldn't sort out the problem.",Repairable,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Unpowered
Pantaloons,Clothing/textile,,,"Hole in crotch. Stitched again.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0.75,10.16,Unpowered
"Pair of trousers",Clothing/textile,,,"Now way too big as I have lost weight. Fitting - Taken in on the centre back seam. I appreciated being shown how to fix it.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0.75,10.16,Unpowered
"Moroccan long scarf",Clothing/textile,,,"Made the hems with pins and showed how to do it to colleagues hemmed.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0.75,10.16,Unpowered
Trousers,Clothing/textile,,,"Loose seam",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0.75,10.16,Unpowered
Trousers,Clothing/textile,,,"Holes patched",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0.75,10.16,Unpowered
Trousers,Clothing/textile,,,"Holes patched",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0.75,10.16,Unpowered
Jewellery,Jewellery,,,"Findings have come off. Spares supplied. All mended.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0.06,29.595,Unpowered
Sunglasses,Misc,,,"One arm has snapped in two. Glued and reinforced.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0,0,Unpowered
"Men's trousers",Clothing/textile,,,"Rip on the bottom leg.",Fixed,,"Lambeth Town Hall","Repair Café Lambeth",2024-10-05,0.75,10.16,Unpowered
